variation_mean,variation_std,volume_mean,up_count,down_count,top_15_variation_mean,top_15_variation_std
0.03632316484890286,0.09987423559516453,0.015623612322778691,0.3938053097345133,0.336283185840708,0.016457017639014564,0.008676593961837523
0.03618313360578352,0.0674815525119256,0.016804124911201448,0.5517241379310345,0.13793103448275862,0.04105275561340991,0.0199201184332054
0.0348121267042927,0.05215125174179173,0.026950536907304853,0.13821138211382114,0.5894308943089431,0.028797521755342354,0.02918554689157185
0.029941681921019824,0.07037329735253171,0.01949036433332388,0.3237410071942446,0.3597122302158273,0.010690413635527729,0.010598786251628182
0.02515594006729612,0.04543430441317051,0.012815713030227351,0.29347826086956524,0.32608695652173914,0.014791398557585092,0.0071007418026634
0.025877540756791807,0.047242607458112325,0.01711130741620557,0.25,0.43478260869565216,0.009756164523373375,0.008093438605631933
0.02298790807670454,0.03569254467193766,0.016872487932942826,0.4712230215827338,0.17625899280575538,0.028756500679545438,0.017637418184976248
0.02626438594979385,0.05518629672343817,0.018361350345590322,0.3181818181818182,0.3371212121212121,0.01817932504119667,0.014299393151551348
0.030188330321030306,0.05530726612324698,0.04221082570814722,0.4356060606060606,0.20833333333333334,0.03468050562443859,0.01859934561812422
0.03237151400580188,0.08236859026592983,0.029626754571331695,0.3346456692913386,0.3700787401574803,0.019344979780373552,0.03380385493841752
0.02579782015925966,0.038923416880687206,0.013212048179908311,0.28112449799196787,0.3895582329317269,0.028819555575312076,0.02025870826704381
0.021770993354743126,0.030134407653792956,0.021345634480121136,0.35135135135135137,0.33204633204633205,0.02303656986539414,0.01769536005542974
0.02502839872380386,0.05035024572686421,0.01905033916184858,0.44285714285714284,0.18928571428571428,0.016249075350342784,0.012017846188978706
0.022796146762870395,0.033381301697185735,0.01864360969387299,0.475,0.24166666666666667,0.01895129340825982,0.016333506643876852
0.033124322636388884,0.06252212368341221,0.015118338546945748,0.3895582329317269,0.3132530120481928,0.019321047636205683,0.014292277101956723
0.024886177260203104,0.053962007106652575,0.008768284073076544,0.40789473684210525,0.29385964912280704,0.015075389432726773,0.012913649161314975
0.031152429067074053,0.06987715565958204,0.013821362801075855,0.2648221343873518,0.40711462450592883,0.01002449869021524,0.009421146632465517
0.026078277265606756,0.04049972037183529,0.0177249870223762,0.37890625,0.3125,0.01952618185872892,0.01330369314251375
0.022475315368873833,0.03023731778593591,0.017814442498474466,0.43636363636363634,0.21818181818181817,0.02801460817052598,0.019863291076463955
0.02430508632118799,0.03425813567468391,0.018003795769778175,0.425,0.25,0.022810016846888916,0.018614217320683253
0.0232392655146347,0.03013223751839471,0.01742711646842469,0.4017467248908297,0.31004366812227074,0.01585900547515702,0.019415665796494362
0.028613599596680882,0.06426654801491545,0.018463166047158277,0.3305785123966942,0.3677685950413223,0.022773218304734204,0.025288668599490173
0.022542712955120385,0.04273370090129469,0.023387055863604355,0.27037037037037037,0.37407407407407406,0.022649580817948947,0.012435851191316766
0.02655954147680566,0.051116587537816886,0.023009542310038787,0.2755905511811024,0.44881889763779526,0.013627880326437929,0.014456841536273995
0.024405527438411356,0.04458488611198745,0.020673921789866913,0.3292181069958848,0.32098765432098764,0.02330628574470635,0.018981897011546463
0.02688595442374179,0.040927967069027606,0.027972046506222772,0.26136363636363635,0.4318181818181818,0.020820924926974533,0.019577999882280792
0.029017496205686985,0.06258240301790483,0.02435389305609395,0.38461538461538464,0.27307692307692305,0.020417668316004108,0.014091816089515702
0.03687346918874566,0.07213715664126813,0.021528064680203615,0.24714828897338403,0.4600760456273764,0.026708061777534254,0.020354228908872767
0.034611568383213824,0.06953414925757823,0.02117505131621449,0.47410358565737054,0.2549800796812749,0.03279975058672049,0.020740444903813493
0.022344938382690832,0.03084779179118399,0.01503542626796845,0.43373493975903615,0.21686746987951808,0.022919810255329815,0.015785280041959397
0.024962986087982156,0.03682202633562058,0.023262229431232528,0.3728813559322034,0.2966101694915254,0.03103283060353873,0.020523568407129846
0.022306714775468924,0.027132580191426264,0.02700761621579619,0.2708333333333333,0.42916666666666664,0.024066200059102708,0.01975539897640742
0.025587462534461067,0.04008147306535308,0.016589968513624105,0.3765182186234818,0.3319838056680162,0.00853216738914743,0.010932953792269634
0.020898834696998526,0.03698514492055318,0.019035030299311907,0.43724696356275305,0.22267206477732793,0.016144457264706924,0.019787309912567497
0.023707720227340502,0.03339301213469631,0.02592987537497404,0.15126050420168066,0.49159663865546216,0.015089619502742962,0.013869002407619985
0.026738901158955566,0.04059469581648968,0.018090445435923787,0.522633744855967,0.1934156378600823,0.02201500761824937,0.017483822243363437
0.022992800981116675,0.03702165200571222,0.01588432194523294,0.30708661417322836,0.3700787401574803,0.012274526710352332,0.009793155463923717
0.0291775705173699,0.05699510428651992,0.01954275685519325,0.5086206896551724,0.21551724137931033,0.02254601581107708,0.020201672227362882
